m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 32, 16, 16, 2, 6.320338
32, 32, 64, 32, 32, 2, 7.523879
48, 48, 96, 48, 48, 2, 36.044586
64, 64, 128, 64, 64, 2, 33.159279
80, 80, 160, 80, 80, 2, 28.181417
96, 96, 192, 96, 96, 2, 25.811209
112, 112, 224, 112, 112, 2, 26.637644
