m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 256, 1, 147.090118
512, 512, 1, 512, 512, 1, 147.217804
768, 768, 1, 768, 768, 1, 70.062317
1024, 1024, 1, 1024, 1024, 1, 70.029755
1280, 1280, 1, 1280, 1280, 1, 70.056137
