m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 32, 16, 16, 2, 3.384005
32, 32, 64, 32, 32, 2, 20.839481
48, 48, 96, 48, 48, 2, 20.578318
64, 64, 128, 64, 64, 2, 35.108574
80, 80, 160, 80, 80, 2, 15.074637
96, 96, 192, 96, 96, 2, 17.263950
112, 112, 224, 112, 112, 2, 27.087997
