m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 256, 1, 1.902663
512, 512, 512, 1, 512, 1, 3.248720
768, 768, 768, 1, 768, 1, 4.446494
1024, 1024, 1024, 1, 1024, 1, 2.653111
1280, 1280, 1280, 1, 1280, 1, 10.658037
