m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 256, 1, 149.722427
512, 512, 1, 512, 512, 1, 149.908997
768, 768, 1, 768, 768, 1, 69.691895
1024, 1024, 1, 1024, 1024, 1, 69.387512
1280, 1280, 1, 1280, 1280, 1, 69.358124
