m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 1, 256, 59.587891
512, 512, 1, 512, 1, 512, 55.729767
768, 768, 1, 768, 1, 768, 45.221569
1024, 1024, 1, 1024, 1, 1024, 18.672180
1280, 1280, 1, 1280, 1, 1280, 47.654606
