m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 256, 1, 27.765913
512, 512, 512, 1, 512, 1, 23.468708
768, 768, 768, 1, 768, 1, 19.511711
1024, 1024, 1024, 1, 1024, 1, 19.129147
1280, 1280, 1280, 1, 1280, 1, 19.826387
