m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 1, 256, 4.578887
512, 512, 1, 512, 1, 512, 8.271258
768, 768, 1, 768, 1, 768, 12.210319
1024, 1024, 1, 1024, 1, 1024, 5.927985
1280, 1280, 1, 1280, 1, 1280, 13.475021
