m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 256, 1, 146.595215
512, 512, 1, 512, 512, 1, 149.815826
768, 768, 1, 768, 768, 1, 69.575745
1024, 1024, 1, 1024, 1024, 1, 69.246437
1280, 1280, 1, 1280, 1280, 1, 69.233627
