m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 1, 256, 1, 256, 19.300579
512, 512, 1, 512, 1, 512, 19.683615
768, 768, 1, 768, 1, 768, 15.943640
1024, 1024, 1, 1024, 1, 1024, 4.192562
1280, 1280, 1, 1280, 1, 1280, 15.486881
