m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 256, 1, 4.575336
512, 512, 512, 1, 512, 1, 4.073654
768, 768, 768, 1, 768, 1, 4.456979
1024, 1024, 1024, 1, 1024, 1, 2.993994
1280, 1280, 1280, 1, 1280, 1, 4.437937
