m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 4.708211
512, 512, 512, 1, 1, 512, 9.381866
768, 768, 768, 1, 1, 768, 11.217628
1024, 1024, 1024, 1, 1, 1024, 11.538795
1280, 1280, 1280, 1, 1, 1280, 13.128861
