m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 32, 16, 16, 2, 6.195422
32, 32, 64, 32, 32, 2, 10.160830
48, 48, 96, 48, 48, 2, 0.081736
64, 64, 128, 64, 64, 2, 0.156522
80, 80, 160, 80, 80, 2, 0.201468
96, 96, 192, 96, 96, 2, 0.317967
112, 112, 224, 112, 112, 2, 0.344890
