m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 256, 1, 2.779724
512, 512, 512, 1, 512, 1, 1.980253
768, 768, 768, 1, 768, 1, 4.216094
1024, 1024, 1024, 1, 1024, 1, 1.998866
1280, 1280, 1280, 1, 1280, 1, 4.881545
