m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 146.653992
512, 256, 256, 1, 1, 256, 149.649765
768, 256, 256, 1, 1, 256, 149.895081
1024, 256, 256, 1, 1, 256, 149.436859
1280, 256, 256, 1, 1, 256, 87.907509
