m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 149.105011
512, 256, 256, 1, 1, 256, 149.661163
768, 256, 256, 1, 1, 256, 149.833664
1024, 256, 256, 1, 1, 256, 149.536316
1280, 256, 256, 1, 1, 256, 88.249710
