m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 1.850935
256, 512, 512, 1, 1, 512, 2.854801
256, 768, 768, 1, 1, 768, 3.763155
256, 1024, 1024, 1, 1, 1024, 4.715549
256, 1280, 1280, 1, 1, 1280, 7.292146
