m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 132.770355
512, 256, 256, 1, 1, 256, 149.702469
768, 256, 256, 1, 1, 256, 149.823685
1024, 256, 256, 1, 1, 256, 149.405624
1280, 256, 256, 1, 1, 256, 87.576439
