m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 149.403854
256, 512, 512, 1, 1, 512, 149.776611
256, 768, 768, 1, 1, 768, 149.807037
256, 1024, 1024, 1, 1, 1024, 149.508591
256, 1280, 1280, 1, 1, 1280, 88.072311
