m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
256, 256, 256, 1, 1, 256, 4.697775
512, 256, 256, 1, 1, 256, 7.281346
768, 256, 256, 1, 1, 256, 7.498076
1024, 256, 256, 1, 1, 256, 6.526080
1280, 256, 256, 1, 1, 256, 6.180902
