m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.371918
8, 8, 1, 8, 1, 8, 3.663248
12, 12, 1, 12, 1, 12, 11.500833
16, 16, 1, 16, 1, 16, 13.444201
20, 20, 1, 20, 1, 20, 10.042892
24, 24, 1, 24, 1, 24, 9.580042
28, 28, 1, 28, 1, 28, 7.991167
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.681687
8, 8, 8, 1, 1, 8, 32.336842
12, 12, 12, 1, 1, 12, 60.525394
16, 16, 16, 1, 1, 16, 76.608475
20, 20, 20, 1, 1, 20, 66.115700
24, 24, 24, 1, 1, 24, 53.936790
28, 28, 28, 1, 1, 28, 51.283726
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.593301
8, 8, 1, 8, 8, 1, 16.605406
12, 12, 1, 12, 12, 1, 26.936867
16, 16, 1, 16, 16, 1, 36.506241
20, 20, 1, 20, 20, 1, 42.818913
24, 24, 1, 24, 24, 1, 40.046349
28, 28, 1, 28, 28, 1, 51.593090
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.464698
8, 8, 16, 8, 8, 2, 3.955704
12, 12, 24, 12, 12, 2, 5.263478
16, 16, 32, 16, 16, 2, 6.283494
20, 20, 40, 20, 20, 2, 7.214790
24, 24, 48, 24, 24, 2, 9.541690
28, 28, 56, 28, 28, 2, 13.290013
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.116883
8, 4, 4, 1, 1, 4, 7.328244
12, 4, 4, 1, 1, 4, 59.381443
16, 4, 4, 1, 1, 4, 82.580650
20, 4, 4, 1, 1, 4, 86.098656
24, 4, 4, 1, 1, 4, 104.253395
28, 4, 4, 1, 1, 4, 109.268295
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 10.491803
4, 8, 8, 1, 1, 8, 20.263853
4, 12, 12, 1, 1, 12, 60.952377
4, 16, 16, 1, 1, 16, 80.000000
4, 20, 20, 1, 1, 20, 87.272728
4, 24, 24, 1, 1, 24, 104.727272
4, 28, 28, 1, 1, 28, 107.520004
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.324455
8, 8, 8, 1, 8, 1, 4.143512
12, 12, 12, 1, 12, 1, 6.108165
16, 16, 16, 1, 16, 1, 7.062069
20, 20, 20, 1, 20, 1, 6.859593
24, 24, 24, 1, 24, 1, 7.315835
28, 28, 28, 1, 28, 1, 7.196787
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.300779
8, 8, 1, 8, 1, 8, 4.729064
12, 12, 1, 12, 1, 12, 6.017761
16, 16, 1, 16, 1, 16, 7.020912
20, 20, 1, 20, 1, 20, 7.532957
24, 24, 1, 24, 1, 24, 8.121733
28, 28, 1, 28, 1, 28, 7.334815
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.705882
8, 8, 8, 1, 1, 8, 16.750273
12, 12, 12, 1, 1, 12, 27.000000
16, 16, 16, 1, 1, 16, 46.299923
20, 20, 20, 1, 1, 20, 66.435982
24, 24, 24, 1, 1, 24, 72.075081
28, 28, 28, 1, 1, 28, 102.595413
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.054575
8, 8, 1, 8, 8, 1, 37.832512
12, 12, 1, 12, 12, 1, 65.330811
16, 16, 1, 16, 16, 1, 175.542847
20, 20, 1, 20, 20, 1, 207.343414
24, 24, 1, 24, 24, 1, 195.807373
28, 28, 1, 28, 28, 1, 51.395794
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.500000
8, 8, 16, 8, 8, 2, 4.036794
12, 12, 24, 12, 12, 2, 5.233192
16, 16, 32, 16, 16, 2, 6.266830
20, 20, 40, 20, 20, 2, 6.645898
24, 24, 48, 24, 24, 2, 8.895181
28, 28, 56, 28, 28, 2, 13.306931
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.039370
8, 4, 4, 1, 1, 4, 8.777143
12, 4, 4, 1, 1, 4, 12.914798
16, 4, 4, 1, 1, 4, 20.784845
20, 4, 4, 1, 1, 4, 26.446280
24, 4, 4, 1, 1, 4, 37.041801
28, 4, 4, 1, 1, 4, 45.405403
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 7.619048
4, 8, 8, 1, 1, 8, 12.821368
4, 12, 12, 1, 1, 12, 15.000000
4, 16, 16, 1, 1, 16, 16.934950
4, 20, 20, 1, 1, 20, 17.712175
4, 24, 24, 1, 1, 24, 25.514950
4, 28, 28, 1, 1, 28, 30.684931
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.252199
8, 8, 8, 1, 8, 1, 3.906409
12, 12, 12, 1, 12, 1, 29.288137
16, 16, 16, 1, 16, 1, 34.594593
20, 20, 20, 1, 20, 1, 11.209715
24, 24, 24, 1, 24, 1, 14.566912
28, 28, 28, 1, 28, 1, 17.665947
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.603390
8, 8, 1, 8, 1, 8, 4.919923
12, 12, 1, 12, 1, 12, 4.676590
16, 16, 1, 16, 1, 16, 10.885897
20, 20, 1, 20, 1, 20, 10.047095
24, 24, 1, 24, 1, 24, 9.584027
28, 28, 1, 28, 1, 28, 7.330528
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.682927
8, 8, 8, 1, 1, 8, 17.047726
12, 12, 12, 1, 1, 12, 26.894943
16, 16, 16, 1, 1, 16, 36.812462
20, 20, 20, 1, 1, 20, 43.360432
24, 24, 24, 1, 1, 24, 43.294708
28, 28, 28, 1, 1, 28, 64.218430
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.677223
8, 8, 1, 8, 8, 1, 16.623377
12, 12, 1, 12, 12, 1, 26.769945
16, 16, 1, 16, 16, 1, 36.205067
20, 20, 1, 20, 20, 1, 46.760838
24, 24, 1, 24, 24, 1, 54.705185
28, 28, 1, 28, 28, 1, 76.831360
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.200000
8, 8, 16, 8, 8, 2, 4.009397
12, 12, 24, 12, 12, 2, 5.223700
16, 16, 32, 16, 16, 2, 6.315790
20, 20, 40, 20, 20, 2, 6.627546
24, 24, 48, 24, 24, 2, 6.906130
28, 28, 56, 28, 28, 2, 11.279223
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.094926
8, 4, 4, 1, 1, 4, 41.967213
12, 4, 4, 1, 1, 4, 60.952377
16, 4, 4, 1, 1, 4, 81.702126
20, 4, 4, 1, 1, 4, 87.272728
24, 4, 4, 1, 1, 4, 106.666672
28, 4, 4, 1, 1, 4, 34.728683
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.152709
4, 8, 8, 1, 1, 8, 4.923077
4, 12, 12, 1, 1, 12, 28.872181
4, 16, 16, 1, 1, 16, 38.400002
4, 20, 20, 1, 1, 20, 41.290321
4, 24, 24, 1, 1, 24, 49.762421
4, 28, 28, 1, 1, 28, 54.084503
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 4.280937
8, 8, 8, 1, 8, 1, 7.140865
12, 12, 12, 1, 12, 1, 9.971148
16, 16, 16, 1, 16, 1, 9.615024
20, 20, 20, 1, 20, 1, 7.897985
24, 24, 24, 1, 24, 1, 7.958091
28, 28, 28, 1, 28, 1, 9.803575
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.185544
8, 8, 1, 8, 1, 8, 4.730521
12, 12, 1, 12, 1, 12, 6.014619
16, 16, 1, 16, 1, 16, 7.043448
20, 20, 1, 20, 1, 20, 6.897543
24, 24, 1, 24, 1, 24, 8.124118
28, 28, 1, 28, 1, 28, 7.331100
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.070081
8, 8, 8, 1, 1, 8, 38.019802
12, 12, 12, 1, 1, 12, 65.207550
16, 16, 16, 1, 1, 16, 98.303993
20, 20, 20, 1, 1, 20, 206.896561
24, 24, 24, 1, 1, 24, 194.157303
28, 28, 28, 1, 1, 28, 225.611511
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 8.033473
8, 8, 1, 8, 8, 1, 24.075235
12, 12, 1, 12, 12, 1, 36.883671
16, 16, 1, 16, 16, 1, 39.766991
20, 20, 1, 20, 20, 1, 51.118214
24, 24, 1, 24, 24, 1, 54.296936
28, 28, 1, 28, 28, 1, 81.068504
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.790698
8, 8, 16, 8, 8, 2, 4.012539
12, 12, 24, 12, 12, 2, 5.283596
16, 16, 32, 16, 16, 2, 6.273870
20, 20, 40, 20, 20, 2, 7.873370
24, 24, 48, 24, 24, 2, 10.025383
28, 28, 56, 28, 28, 2, 14.641662
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 10.696380
8, 4, 4, 1, 1, 4, 18.417267
12, 4, 4, 1, 1, 4, 24.510637
16, 4, 4, 1, 1, 4, 27.927271
20, 4, 4, 1, 1, 4, 35.955059
24, 4, 4, 1, 1, 4, 49.655174
28, 4, 4, 1, 1, 4, 59.866371
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 12.427184
4, 8, 8, 1, 1, 8, 24.536741
4, 12, 12, 1, 1, 12, 33.391304
4, 16, 16, 1, 1, 16, 39.283886
4, 20, 20, 1, 1, 20, 38.170975
4, 24, 24, 1, 1, 24, 45.354332
4, 28, 28, 1, 1, 28, 109.714279
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.028391
8, 8, 8, 1, 8, 1, 4.518976
12, 12, 12, 1, 12, 1, 6.101695
16, 16, 16, 1, 16, 1, 7.044256
20, 20, 20, 1, 20, 1, 9.218360
24, 24, 24, 1, 24, 1, 12.047059
28, 28, 28, 1, 28, 1, 13.924370
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.831187
8, 8, 1, 8, 1, 8, 6.909582
12, 12, 1, 12, 1, 12, 10.919432
16, 16, 1, 16, 1, 16, 15.340824
20, 20, 1, 20, 1, 20, 16.982134
24, 24, 1, 24, 1, 24, 22.271629
28, 28, 1, 28, 1, 28, 23.347811
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.832740
8, 8, 8, 1, 1, 8, 44.651165
12, 12, 12, 1, 1, 12, 63.180984
16, 16, 16, 1, 1, 16, 86.292137
20, 20, 20, 1, 1, 20, 93.933464
24, 24, 24, 1, 1, 24, 79.539696
28, 28, 28, 1, 1, 28, 81.454544
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.029598
8, 8, 1, 8, 8, 1, 16.445396
12, 12, 1, 12, 12, 1, 26.936867
16, 16, 1, 16, 16, 1, 173.559326
20, 20, 1, 20, 20, 1, 208.695663
24, 24, 1, 24, 24, 1, 192.534821
28, 28, 1, 28, 28, 1, 227.521149
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.425774
8, 8, 16, 8, 8, 2, 3.935434
12, 12, 24, 12, 12, 2, 24.845436
16, 16, 32, 16, 16, 2, 30.162003
20, 20, 40, 20, 20, 2, 31.819689
24, 24, 48, 24, 24, 2, 29.525845
28, 28, 56, 28, 28, 2, 35.262367
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.705882
8, 4, 4, 1, 1, 4, 8.837745
12, 4, 4, 1, 1, 4, 12.467533
16, 4, 4, 1, 1, 4, 82.580650
20, 4, 4, 1, 1, 4, 87.671234
24, 4, 4, 1, 1, 4, 101.497795
28, 4, 4, 1, 1, 4, 40.975609
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.887218
4, 8, 8, 1, 1, 8, 9.588015
4, 12, 12, 1, 1, 12, 13.879519
4, 16, 16, 1, 1, 16, 16.860592
4, 20, 20, 1, 1, 20, 18.113209
4, 24, 24, 1, 1, 24, 25.600000
4, 28, 28, 1, 1, 28, 31.183294
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.410546
8, 8, 8, 1, 8, 1, 4.025157
12, 12, 12, 1, 12, 1, 8.435441
16, 16, 16, 1, 16, 1, 9.509364
20, 20, 20, 1, 20, 1, 8.115648
24, 24, 24, 1, 24, 1, 7.282305
28, 28, 28, 1, 28, 1, 7.191286
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.071198
8, 8, 1, 8, 1, 8, 4.085106
12, 12, 1, 12, 1, 12, 5.852667
16, 16, 1, 16, 1, 16, 5.401319
20, 20, 1, 20, 1, 20, 32.921810
24, 24, 1, 24, 1, 24, 38.951817
28, 28, 1, 28, 1, 28, 12.642612
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.096070
8, 8, 8, 1, 1, 8, 16.569580
12, 12, 12, 1, 1, 12, 26.523407
16, 16, 16, 1, 1, 16, 36.462906
20, 20, 20, 1, 1, 20, 42.647713
24, 24, 24, 1, 1, 24, 40.575287
28, 28, 28, 1, 1, 28, 51.564812
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.048000
8, 8, 1, 8, 8, 1, 37.739559
12, 12, 1, 12, 12, 1, 65.207550
16, 16, 1, 16, 16, 1, 172.584274
20, 20, 1, 20, 20, 1, 204.690826
24, 24, 1, 24, 24, 1, 191.468140
28, 28, 1, 28, 28, 1, 64.109024
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.459962
8, 8, 16, 8, 8, 2, 4.366117
12, 12, 24, 12, 12, 2, 5.126836
16, 16, 32, 16, 16, 2, 6.204807
20, 20, 40, 20, 20, 2, 6.700168
24, 24, 48, 24, 24, 2, 7.095417
28, 28, 56, 28, 28, 2, 9.382199
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.019608
8, 4, 4, 1, 1, 4, 8.609865
12, 4, 4, 1, 1, 4, 12.373792
16, 4, 4, 1, 1, 4, 16.551725
20, 4, 4, 1, 1, 4, 19.773430
24, 4, 4, 1, 1, 4, 30.039112
28, 4, 4, 1, 1, 4, 40.665661
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.835866
4, 8, 8, 1, 1, 8, 9.365853
4, 12, 12, 1, 1, 12, 12.400431
4, 16, 16, 1, 1, 16, 16.533907
4, 20, 20, 1, 1, 20, 19.296482
4, 24, 24, 1, 1, 24, 26.978922
4, 28, 28, 1, 1, 28, 36.571430
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.269504
8, 8, 8, 1, 8, 1, 4.110249
12, 12, 12, 1, 12, 1, 5.845737
16, 16, 16, 1, 16, 1, 7.011297
20, 20, 20, 1, 20, 1, 6.855674
24, 24, 24, 1, 24, 1, 7.311578
28, 28, 28, 1, 28, 1, 9.166464
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.218661
8, 8, 1, 8, 1, 8, 4.596050
12, 12, 1, 12, 1, 12, 5.961704
16, 16, 1, 16, 1, 16, 6.947868
20, 20, 1, 20, 1, 20, 6.333290
24, 24, 1, 24, 1, 24, 8.101266
28, 28, 1, 28, 1, 28, 9.711484
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.400844
8, 8, 8, 1, 1, 8, 16.533907
12, 12, 12, 1, 1, 12, 26.584616
16, 16, 16, 1, 1, 16, 36.398106
20, 20, 20, 1, 1, 20, 42.742653
24, 24, 24, 1, 1, 24, 46.718487
28, 28, 28, 1, 1, 28, 46.562733
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.444445
8, 8, 1, 8, 8, 1, 16.100630
12, 12, 1, 12, 12, 1, 26.666666
16, 16, 1, 16, 16, 1, 36.014069
20, 20, 1, 20, 20, 1, 42.421562
24, 24, 1, 24, 24, 1, 43.636364
28, 28, 1, 28, 28, 1, 64.130875
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.289803
8, 8, 16, 8, 8, 2, 3.855422
12, 12, 24, 12, 12, 2, 5.154362
16, 16, 32, 16, 16, 2, 6.273228
20, 20, 40, 20, 20, 2, 8.546248
24, 24, 48, 24, 24, 2, 12.255320
28, 28, 56, 28, 28, 2, 15.377574
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 8.787186
8, 4, 4, 1, 1, 4, 15.578094
12, 4, 4, 1, 1, 4, 19.232054
16, 4, 4, 1, 1, 4, 22.489019
20, 4, 4, 1, 1, 4, 84.581497
24, 4, 4, 1, 1, 4, 101.052635
28, 4, 4, 1, 1, 4, 109.714279
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.006519
4, 8, 8, 1, 1, 8, 10.909091
4, 12, 12, 1, 1, 12, 19.200001
4, 16, 16, 1, 1, 16, 29.767441
4, 20, 20, 1, 1, 20, 38.323353
4, 24, 24, 1, 1, 24, 51.659191
4, 28, 28, 1, 1, 28, 62.511631
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.261484
8, 8, 8, 1, 8, 1, 78.367348
12, 12, 12, 1, 12, 1, 5.813288
16, 16, 16, 1, 16, 1, 30.191645
20, 20, 20, 1, 20, 1, 33.023735
24, 24, 24, 1, 24, 1, 35.202446
28, 28, 28, 1, 28, 1, 34.683872
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.531101
8, 8, 1, 8, 1, 8, 4.092726
12, 12, 1, 12, 1, 12, 5.966851
16, 16, 1, 16, 1, 16, 6.965197
20, 20, 1, 20, 1, 20, 6.903991
24, 24, 1, 24, 1, 24, 9.614689
28, 28, 1, 28, 1, 28, 11.434128
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.943943
8, 8, 8, 1, 1, 8, 21.127922
12, 12, 12, 1, 1, 12, 26.462481
16, 16, 16, 1, 1, 16, 36.398106
20, 20, 20, 1, 1, 20, 42.553192
24, 24, 24, 1, 1, 24, 40.575287
28, 28, 28, 1, 1, 28, 55.439011
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.439306
8, 8, 1, 8, 8, 1, 16.185459
12, 12, 1, 12, 12, 1, 26.605082
16, 16, 1, 16, 16, 1, 35.741711
20, 20, 1, 20, 20, 1, 50.901379
24, 24, 1, 24, 24, 1, 58.427723
28, 28, 1, 28, 28, 1, 77.400246
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.109312
8, 8, 16, 8, 8, 2, 4.350043
12, 12, 24, 12, 12, 2, 5.171330
16, 16, 32, 16, 16, 2, 6.184820
20, 20, 40, 20, 20, 2, 8.524240
24, 24, 48, 24, 24, 2, 11.583711
28, 28, 56, 28, 28, 2, 15.410319
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.144963
8, 4, 4, 1, 1, 4, 9.400245
12, 4, 4, 1, 1, 4, 12.373792
16, 4, 4, 1, 1, 4, 16.392742
20, 4, 4, 1, 1, 4, 20.983606
24, 4, 4, 1, 1, 4, 30.516558
28, 4, 4, 1, 1, 4, 38.620689
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.617587
4, 8, 8, 1, 1, 8, 3.940482
4, 12, 12, 1, 1, 12, 12.427185
4, 16, 16, 1, 1, 16, 16.375267
4, 20, 20, 1, 1, 20, 17.550274
4, 24, 24, 1, 1, 24, 21.235022
4, 28, 28, 1, 1, 28, 22.307053
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.266824
8, 8, 8, 1, 8, 1, 4.111349
12, 12, 12, 1, 12, 1, 7.090685
16, 16, 16, 1, 16, 1, 10.811192
20, 20, 20, 1, 20, 1, 13.068336
24, 24, 24, 1, 24, 1, 16.589464
28, 28, 28, 1, 28, 1, 19.332170
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.981424
8, 8, 1, 8, 1, 8, 3.853487
12, 12, 1, 12, 1, 12, 5.992717
16, 16, 1, 16, 1, 16, 7.020912
20, 20, 1, 20, 1, 20, 7.501758
24, 24, 1, 24, 1, 24, 8.082793
28, 28, 1, 28, 1, 28, 8.663781
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.609844
8, 8, 8, 1, 1, 8, 19.616858
12, 12, 12, 1, 1, 12, 36.150627
16, 16, 16, 1, 1, 16, 55.401260
20, 20, 20, 1, 1, 20, 78.175896
24, 24, 24, 1, 1, 24, 91.247528
28, 28, 28, 1, 1, 28, 120.153252
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.363636
8, 8, 1, 8, 8, 1, 12.569558
12, 12, 1, 12, 12, 1, 36.150627
16, 16, 1, 16, 16, 1, 38.960052
20, 20, 1, 20, 20, 1, 42.290749
24, 24, 1, 24, 24, 1, 39.678532
28, 28, 1, 28, 28, 1, 44.960575
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.374768
8, 8, 16, 8, 8, 2, 3.935434
12, 12, 24, 12, 12, 2, 6.518295
16, 16, 32, 16, 16, 2, 9.639159
20, 20, 40, 20, 20, 2, 12.669922
24, 24, 48, 24, 24, 2, 13.333333
28, 28, 56, 28, 28, 2, 20.618013
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.748503
8, 4, 4, 1, 1, 4, 19.591837
12, 4, 4, 1, 1, 4, 25.945946
16, 4, 4, 1, 1, 4, 30.058710
20, 4, 4, 1, 1, 4, 27.195469
24, 4, 4, 1, 1, 4, 28.944725
28, 4, 4, 1, 1, 4, 24.107622
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.582339
4, 8, 8, 1, 1, 8, 10.924609
4, 12, 12, 1, 1, 12, 18.000000
4, 16, 16, 1, 1, 16, 28.710279
4, 20, 20, 1, 1, 20, 36.781609
4, 24, 24, 1, 1, 24, 51.891891
4, 28, 28, 1, 1, 28, 58.181820
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.101469
16, 16, 16, 1, 16, 1, 7.018506
24, 24, 24, 1, 24, 1, 35.050713
32, 32, 32, 1, 32, 1, 35.819851
40, 40, 40, 1, 40, 1, 33.499084
48, 48, 48, 1, 48, 1, 35.066269
56, 56, 56, 1, 56, 1, 35.741283
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 6.292503
16, 16, 1, 16, 1, 16, 7.841736
24, 24, 1, 24, 1, 24, 13.259160
32, 32, 1, 32, 1, 32, 10.484642
40, 40, 1, 40, 1, 40, 7.574562
48, 48, 1, 48, 1, 48, 11.901340
56, 56, 1, 56, 1, 56, 16.761463
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 13.677649
16, 16, 16, 1, 1, 16, 28.209368
24, 24, 24, 1, 1, 24, 19.312656
32, 32, 32, 1, 1, 32, 25.785332
40, 40, 40, 1, 1, 40, 11.817930
48, 48, 48, 1, 1, 48, 10.008688
56, 56, 56, 1, 1, 56, 14.562904
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 25.016287
16, 16, 1, 16, 16, 1, 48.839428
24, 24, 1, 24, 24, 1, 47.261539
32, 32, 1, 32, 32, 1, 75.018318
40, 40, 1, 40, 40, 1, 9.235209
48, 48, 1, 48, 48, 1, 13.808810
56, 56, 1, 56, 56, 1, 18.317757
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 5.862595
16, 16, 32, 16, 16, 2, 12.492884
24, 24, 48, 24, 24, 2, 12.132702
32, 32, 64, 32, 32, 2, 14.265978
40, 40, 80, 40, 40, 2, 15.375991
48, 48, 96, 48, 48, 2, 22.591003
56, 56, 112, 56, 56, 2, 28.328817
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 64.537811
16, 8, 8, 1, 1, 8, 96.300941
24, 8, 8, 1, 1, 8, 107.162796
32, 8, 8, 1, 1, 8, 112.941177
40, 8, 8, 1, 1, 8, 15.295757
48, 8, 8, 1, 1, 8, 14.204686
56, 8, 8, 1, 1, 8, 13.499059
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 30.176817
8, 16, 16, 1, 1, 16, 52.602737
8, 24, 24, 1, 1, 24, 72.339088
8, 32, 32, 1, 1, 32, 92.252251
8, 40, 40, 1, 1, 40, 16.151419
8, 48, 48, 1, 1, 48, 21.338274
8, 56, 56, 1, 1, 56, 24.808493
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.452174
16, 16, 16, 1, 16, 1, 7.057202
24, 24, 24, 1, 24, 1, 7.271579
32, 32, 32, 1, 32, 1, 8.235097
40, 40, 40, 1, 40, 1, 10.710401
48, 48, 48, 1, 48, 1, 14.419903
56, 56, 56, 1, 56, 1, 20.785418
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 13.714286
16, 16, 1, 16, 1, 16, 19.188007
24, 24, 1, 24, 1, 24, 19.785316
32, 32, 1, 32, 1, 32, 16.015640
40, 40, 1, 40, 1, 40, 11.771558
48, 48, 1, 48, 1, 48, 11.955634
56, 56, 1, 56, 1, 56, 16.350719
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 31.475410
16, 16, 16, 1, 1, 16, 63.080082
24, 24, 24, 1, 1, 24, 58.850571
32, 32, 32, 1, 1, 32, 96.187866
40, 40, 40, 1, 1, 40, 6.957404
48, 48, 48, 1, 1, 48, 7.279909
56, 56, 56, 1, 1, 56, 10.099161
